j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
25021	29103	13	106	9	25021 - 29103	4082						frameshift-fusion-orf	S-N	"(1153.0, 1172)"	
25021	28697	13	106	9	25021 - 28697	3676						frameshift-fusion-orf	S-N	"(1153.0, 1238)"	
1817	5342	13	106	9	1817 - 5342	3525						in-frame-fusion-orf	ORF1a-ORF1a	"(517.3333333333334, 2708.3333333333335)"	
25022	26170	13	106	9	25022 - 26170	1148						in-frame-fusion-orf	S-ORF3a	"(1153.3333333333333, 16.666666666666668)"	
25021	29171	13	106	9	25021 - 29171	4150						frameshift-fusion-orf	S-N	"(1153.0, 1184)"	
27790	29219	13	106	9	27790 - 29219	1429						frameshift-fusion-orf	ORF7b-N	"(11.666666666666666, 36)"	
16833	19884	13	106	9	16833 - 19884	3051						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 556.0)"	
16833	19854	13	106	9	16833 - 19854	3021						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 566.0)"	
8099	11883	13	106	9	8099 - 11883	3784						frameshift-fusion-orf	ORF1a-ORF1a	"(2611.3333333333335, 2619)"	
25611	28367	13	106	9	25611 - 28367	2756						frameshift-fusion-orf	ORF3a-N	"(73.0, 142)"	
14743	18534	13	106	9	14743 - 18534	3791						frameshift-fusion-orf	ORF1b-ORF1b	"(425.3333333333333, 431)"	
19136	22171	13	106	9	19136 - 22171	3035						frameshift-fusion-orf	ORF1b-S	"(1889.6666666666667, 1898)"	
27671	29407	13	106	9	27671 - 29407	1736						frameshift-fusion-orf	ORF7a-N	"(92.66666666666667, 106)"	
2285	6139	13	106	9	2285 - 6139	3854						frameshift-fusion-orf	ORF1a-ORF1a	"(673.3333333333334, 676)"	
22498	23577	13	106	9	22498 - 23577	1079						frameshift-fusion-orf	S-S	"(312.0, 312)"	
2504	5646	13	106	9	2504 - 5646	3142						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 749)"	
12806	16662	13	106	9	12806 - 16662	3856						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.333333333333, 4183)"	
22640	24730	13	106	9	22640 - 24730	2090						frameshift-fusion-orf	S-S	"(359.3333333333333, 386)"	
16833	18283	13	106	9	16833 - 18283	1450						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1149)"	
14284	17000	13	106	9	14284 - 17000	2716						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 312)"	
25198	28370	13	106	9	25198 - 28370	3172						frameshift-fusion-orf	S-N	"(1212.0, 1280)"	
16833	19884	13	106	9	16833 - 19884	3051						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 556.0)"	
16833	19951	13	106	9	16833 - 19951	3118						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1142)"	
23317	27383	13	106	9	23317 - 27383	4066						frameshift-fusion-orf	S-ORF6	"(585.0, 603)"	
22968	26858	13	106	9	22968 - 26858	3890						frameshift-fusion-orf	S-M	"(468.6666666666667, 485)"	
22642	24731	13	106	9	22642 - 24731	2089						frameshift-fusion-orf	S-S	"(360.0, 363)"	
14281	17167	13	106	9	14281 - 17167	2886						in-frame-fusion-orf	ORF1b-ORF1b	"(271.3333333333333, 1461.6666666666667)"	
2504	7113	13	106	9	2504 - 7113	4609						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 758)"	
6361	9667	13	106	9	6361 - 9667	3306						in-frame-fusion-orf	ORF1a-ORF1a	"(2032.0, 1266.6666666666667)"	
21103	25460	13	106	9	21103 - 25460	4357						frameshift-fusion-orf	ORF1b-ORF3a	"(2545.3333333333335, 2585)"	
13623	16632	13	106	9	13623 - 16632	3009						in-frame-fusion-orf	ORF1b-ORF1b	"(52.0, 1640.0)"	
22116	25511	13	106	9	22116 - 25511	3395						in-frame-fusion-orf	S-ORF3a	"(184.66666666666666, 236.33333333333334)"	
22823	27603	13	106	9	22823 - 27603	4780						frameshift-fusion-orf	S-ORF7a	"(420.3333333333333, 434)"	
3086	4579	13	106	9	3086 - 4579	1493						frameshift-fusion-orf	ORF1a-ORF1a	"(940.3333333333334, 940)"	
2504	3923	13	106	9	2504 - 3923	1419						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 3181.3333333333335)"	
21364	23576	13	106	9	21364 - 23576	2212						in-frame-fusion-orf	ORF1b-S	"(2632.3333333333335, 602.6666666666666)"	
14281	17694	13	106	9	14281 - 17694	3413						frameshift-fusion-orf	ORF1b-ORF1b	"(271.3333333333333, 273)"	
4296	8803	13	106	9	4296 - 8803	4507						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.6666666666667, 1350)"	
13924	17979	13	106	9	13924 - 17979	4055						frameshift-fusion-orf	ORF1b-ORF1b	"(152.33333333333334, 153)"	
3200	7146	13	106	9	3200 - 7146	3946						frameshift-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 979)"	
24705	27384	13	106	9	24705 - 27384	2679						frameshift-fusion-orf	S-ORF6	"(1047.6666666666667, 1051)"	
24707	28838	13	106	9	24707 - 28838	4131						in-frame-fusion-orf	S-N	"(1048.3333333333333, 231.66666666666666)"	
24787	28271	13	106	9	24787 - 28271	3484						mid-utr-inserted-fusion	S-N	"(1075.0, 0.6666666666666666)"	
25021	28238	13	106	9	25021 - 28238	3217						in-frame-fusion-orf	S-ORF8	"(1153.0, 7.0)"	
25021	28414	13	106	9	25021 - 28414	3393						in-frame-fusion-orf	S-N	"(1153.0, 373.0)"	
3416	6004	13	106	9	3416 - 6004	2588						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.3333333333333, 1063)"	
25022	27430	13	106	9	25022 - 27430	2408						in-frame-fusion-orf	S-ORF7a	"(1153.3333333333333, 109.66666666666667)"	
25024	28620	13	106	9	25024 - 28620	3596						frameshift-fusion-orf	S-N	"(1154.0, 1163)"	
4298	6266	13	106	9	4298 - 6266	1968						in-frame-fusion-orf	ORF1a-ORF1a	"(1344.3333333333333, 2400.3333333333335)"	
22639	25613	13	106	9	22639 - 25613	2974						frameshift-fusion-orf	S-ORF3a	"(359.0, 386)"	
4006	5453	13	106	9	4006 - 5453	1447						frameshift-fusion-orf	ORF1a-ORF1a	"(1247.0, 1249)"	
18979	20135	13	106	9	18979 - 20135	1156						frameshift-fusion-orf	ORF1b-ORF1b	"(1837.3333333333333, 1879)"	
3902	5099	13	106	9	3902 - 5099	1197						in-frame-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 2789.3333333333335)"	
4865	8896	13	106	9	4865 - 8896	4031						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.3333333333333, 1535)"	
22642	24731	13	106	9	22642 - 24731	2089						frameshift-fusion-orf	S-S	"(360.0, 363)"	
17766	21767	13	106	9	17766 - 21767	4001						frameshift-fusion-orf	ORF1b-S	"(1433.0, 1464)"	
6361	9216	13	106	9	6361 - 9216	2855						frameshift-fusion-orf	ORF1a-ORF1a	"(2032.0, 2032)"	
16833	19955	13	106	9	16833 - 19955	3122						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1122)"	
25024	27741	13	106	9	25024 - 27741	2717						in-frame-fusion-orf	S-ORF7a	"(1154.0, 6.0)"	
20134	24046	13	106	9	20134 - 24046	3912						frameshift-fusion-orf	ORF1b-S	"(2222.3333333333335, 2232)"	
22635	27412	13	106	9	22635 - 27412	4777						frameshift-fusion-orf	S-ORF7a	"(357.6666666666667, 366)"	
4963	6054	13	106	9	4963 - 6054	1091						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.0, 1568)"	
2504	6052	13	106	9	2504 - 6052	3548						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 749)"	
2301	3446	13	106	9	2301 - 3446	1145						frameshift-fusion-orf	ORF1a-ORF1a	"(678.6666666666666, 683)"	
20140	23589	13	106	9	20140 - 23589	3449						frameshift-fusion-orf	ORF1b-S	"(2224.3333333333335, 2235)"	
6218	7637	13	106	9	6218 - 7637	1419						in-frame-fusion-orf	ORF1a-ORF1a	"(1984.3333333333333, 1943.3333333333333)"	
2504	7183	13	106	9	2504 - 7183	4679						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 754)"	
2504	3821	13	106	9	2504 - 3821	1317						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 3215.3333333333335)"	
5979	9936	13	106	9	5979 - 9936	3957						in-frame-fusion-orf	ORF1a-ORF1a	"(1904.6666666666667, 1177.0)"	
2506	6008	13	106	9	2506 - 6008	3502						frameshift-fusion-orf	ORF1a-ORF1a	"(747.0, 773)"	
22642	24824	12	106	9	22642 - 24824	2182						frameshift-fusion-orf	S-S	"(360.0, 376)"	
3866	5241	12	106	9	3866 - 5241	1375						frameshift-fusion-orf	ORF1a-ORF1a	"(1200.3333333333333, 1205)"	
2289	5363	12	106	9	2289 - 5363	3074						frameshift-fusion-orf	ORF1a-ORF1a	"(674.6666666666666, 680)"	
22639	26295	12	106	9	22639 - 26295	3656						in-frame-fusion-orf	S-E	"(359.0, 59.0)"	
14284	18361	12	106	9	14284 - 18361	4077						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 1063.6666666666667)"	
16748	17862	12	106	9	16748 - 17862	1114						frameshift-fusion-orf	ORF1b-ORF1b	"(1093.6666666666667, 1109)"	
25021	29080	12	106	9	25021 - 29080	4059						in-frame-fusion-orf	S-N	"(1153.0, 151.0)"	
25021	29310	12	106	9	25021 - 29310	4289						frameshift-fusion-orf	S-N	"(1153.0, 1161)"	
25022	26991	12	106	9	25022 - 26991	1969						in-frame-fusion-orf	S-M	"(1153.3333333333333, 66.66666666666667)"	
25025	29177	12	106	9	25025 - 29177	4152						in-frame-fusion-orf	S-N	"(1154.3333333333333, 118.66666666666667)"	
26276	27632	12	106	9	26276 - 27632	1356						in-frame-fusion-orf	E-ORF7a	"(10.666666666666666, 42.333333333333336)"	
13627	17071	12	106	9	13627 - 17071	3444						in-frame-fusion-orf	ORF1b-ORF1b	"(53.333333333333336, 1493.6666666666667)"	
22821	23886	12	106	9	22821 - 23886	1065						in-frame-fusion-orf	S-S	"(419.6666666666667, 499.3333333333333)"	
3200	7011	12	106	9	3200 - 7011	3811						frameshift-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 979)"	
2504	5639	12	106	9	2504 - 5639	3135						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2609.3333333333335)"	
25452	28480	12	106	9	25452 - 28480	3028						in-frame-fusion-orf	ORF3a-N	"(20.0, 351.0)"	
25198	28370	12	106	9	25198 - 28370	3172						frameshift-fusion-orf	S-N	"(1212.0, 1280)"	
2504	5660	12	106	9	2504 - 5660	3156						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2602.3333333333335)"	
20140	21641	12	106	9	20140 - 21641	1501						in-frame-fusion-orf	ORF1b-S	"(2224.3333333333335, 1247.6666666666667)"	
20139	23333	12	106	9	20139 - 23333	3194						frameshift-fusion-orf	ORF1b-S	"(2224.0, 2231)"	
2504	7164	12	106	9	2504 - 7164	4660						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 750)"	
11389	14200	12	106	9	11389 - 14200	2811						frameshift-fusion-orf	ORF1a-ORF1b	"(3708.0, 3715)"	
4296	7077	12	106	9	4296 - 7077	2781						in-frame-fusion-orf	ORF1a-ORF1a	"(1343.6666666666667, 2130.0)"	
20900	24434	12	106	9	20900 - 24434	3534						frameshift-fusion-orf	ORF1b-S	"(2477.6666666666665, 2483)"	
4864	6074	12	106	9	4864 - 6074	1210						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.0, 1537)"	
22114	25885	12	106	9	22114 - 25885	3771						frameshift-fusion-orf	S-ORF3a	"(184.0, 216)"	
20140	23578	12	106	9	20140 - 23578	3438						frameshift-fusion-orf	ORF1b-S	"(2224.3333333333335, 2230)"	
2819	3955	12	106	9	2819 - 3955	1136						frameshift-fusion-orf	ORF1a-ORF1a	"(851.3333333333334, 857)"	
22642	24731	12	106	9	22642 - 24731	2089						frameshift-fusion-orf	S-S	"(360.0, 363)"	
22498	27102	12	106	9	22498 - 27102	4604						frameshift-fusion-orf	S-M	"(312.0, 324)"	
16833	19854	12	106	9	16833 - 19854	3021						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 566.0)"	
1812	5583	12	106	9	1812 - 5583	3771						in-frame-fusion-orf	ORF1a-ORF1a	"(515.6666666666666, 2628.0)"	
16833	18646	12	106	9	16833 - 18646	1813						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1160)"	
13136	15393	12	106	9	13136 - 15393	2257						frameshift-fusion-orf	ORF1a-ORF1b	"(4290.333333333333, 4292)"	
2504	3987	12	106	9	2504 - 3987	1483						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 784)"	
12332	15267	12	106	9	12332 - 15267	2935						frameshift-fusion-orf	ORF1a-ORF1b	"(4022.3333333333335, 4033)"	
16833	18246	12	106	9	16833 - 18246	1413						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 1102.0)"	
12334	16341	12	106	9	12334 - 16341	4007						in-frame-fusion-orf	ORF1a-ORF1b	"(4023.0, 1737.0)"	
16833	19938	12	106	9	16833 - 19938	3105						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 538.0)"	
16833	19938	12	106	9	16833 - 19938	3105						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 538.0)"	
16833	18252	12	106	9	16833 - 18252	1419						in-frame-fusion-orf	ORF1b-ORF1b	"(1122.0, 1100.0)"	
16833	18101	12	106	9	16833 - 18101	1268						frameshift-fusion-orf	ORF1b-ORF1b	"(1122.0, 1130)"	
24632	28732	12	106	9	24632 - 28732	4100						frameshift-fusion-orf	S-N	"(1023.3333333333334, 1059)"	
3417	5796	12	106	9	3417 - 5796	2379						in-frame-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 2557.0)"	
3479	6102	12	106	9	3479 - 6102	2623						frameshift-fusion-orf	ORF1a-ORF1a	"(1071.3333333333333, 1088)"	
3417	7044	12	106	9	3417 - 7044	3627						in-frame-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 2141.0)"	
3417	5271	12	106	9	3417 - 5271	1854						in-frame-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 2732.0)"	
16445	20149	12	106	9	16445 - 20149	3704						frameshift-fusion-orf	ORF1b-ORF1b	"(992.6666666666666, 992)"	
3479	5757	12	106	9	3479 - 5757	2278						frameshift-fusion-orf	ORF1a-ORF1a	"(1071.3333333333333, 1079)"	
3202	4972	12	106	9	3202 - 4972	1770						in-frame-fusion-orf	ORF1a-ORF1a	"(979.0, 2831.6666666666665)"	
4112	8382	12	106	9	4112 - 8382	4270						frameshift-fusion-orf	ORF1a-ORF1a	"(1282.3333333333333, 1287)"	
4298	8024	12	106	9	4298 - 8024	3726						in-frame-fusion-orf	ORF1a-ORF1a	"(1344.3333333333333, 1814.3333333333333)"	
3068	5382	12	106	9	3068 - 5382	2314						frameshift-fusion-orf	ORF1a-ORF1a	"(934.3333333333334, 943)"	
24707	27427	12	106	9	24707 - 27427	2720						in-frame-fusion-orf	S-ORF7a	"(1048.3333333333333, 110.66666666666667)"	
25020	28688	12	106	9	25020 - 28688	3668						frameshift-fusion-orf	S-N	"(1152.6666666666667, 1166)"	
2453	4071	12	106	9	2453 - 4071	1618						frameshift-fusion-orf	ORF1a-ORF1a	"(729.3333333333334, 739)"	
4296	6106	12	106	9	4296 - 6106	1810						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.6666666666667, 1359)"	
2448	5385	12	106	9	2448 - 5385	2937						in-frame-fusion-orf	ORF1a-ORF1a	"(727.6666666666666, 2694.0)"	
26274	28753	12	106	9	26274 - 28753	2479						in-frame-fusion-orf	E-N	"(10.0, 260.0)"	
17204	19850	12	106	9	17204 - 19850	2646						in-frame-fusion-orf	ORF1b-ORF1b	"(1245.6666666666667, 567.3333333333334)"	
4367	8529	12	106	9	4367 - 8529	4162						frameshift-fusion-orf	ORF1a-ORF1a	"(1367.3333333333333, 1370)"	
3905	7327	12	106	9	3905 - 7327	3422						frameshift-fusion-orf	ORF1a-ORF1a	"(1213.3333333333333, 1218)"	
4008	7782	12	106	9	4008 - 7782	3774						in-frame-fusion-orf	ORF1a-ORF1a	"(1247.6666666666667, 1895.0)"	
1405	2992	12	106	9	1405 - 2992	1587						in-frame-fusion-orf	ORF1a-ORF1a	"(380.0, 3491.6666666666665)"	
2295	3609	12	106	9	2295 - 3609	1314						in-frame-fusion-orf	ORF1a-ORF1a	"(676.6666666666666, 3286.0)"	
6372	10890	12	106	9	6372 - 10890	4518						in-frame-fusion-orf	ORF1a-ORF1a	"(2035.6666666666667, 859.0)"	
4512	7021	12	106	9	4512 - 7021	2509						frameshift-fusion-orf	ORF1a-ORF1a	"(1415.6666666666667, 1416)"	
952	3821	12	106	9	952 - 3821	2869						frameshift-fusion-orf	ORF1a-ORF1a	"(229.0, 236)"	
4511	6082	12	106	9	4511 - 6082	1571						frameshift-fusion-orf	ORF1a-ORF1a	"(1415.3333333333333, 1423)"	
11394	12482	12	106	9	11394 - 12482	1088						frameshift-fusion-orf	ORF1a-ORF1a	"(3709.6666666666665, 3714)"	
12805	17140	12	106	9	12805 - 17140	4335						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.0, 4182)"	
11394	15513	12	106	9	11394 - 15513	4119						frameshift-fusion-orf	ORF1a-ORF1b	"(3709.6666666666665, 3760)"	
657	3983	12	106	9	657 - 3983	3326						frameshift-fusion-orf	ORF1a-ORF1a	"(130.66666666666666, 137)"	
22114	23403	12	106	9	22114 - 23403	1289						frameshift-fusion-orf	S-S	"(184.0, 185)"	
4862	9388	12	106	9	4862 - 9388	4526						frameshift-fusion-orf	ORF1a-ORF1a	"(1532.3333333333333, 1558)"	
382	1953	12	106	9	382 - 1953	1571						frameshift-fusion-orf	ORF1a-ORF1a	"(39.0, 57)"	
2813	5665	12	106	9	2813 - 5665	2852						frameshift-fusion-orf	ORF1a-ORF1a	"(849.3333333333334, 863)"	
2970	5516	12	106	9	2970 - 5516	2546						frameshift-fusion-orf	ORF1a-ORF1a	"(901.6666666666666, 903)"	
4295	7084	12	106	9	4295 - 7084	2789						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.3333333333333, 1344)"	
14284	15569	12	106	9	14284 - 15569	1285						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 304)"	
21363	23032	12	106	9	21363 - 23032	1669						in-frame-fusion-orf	ORF1b-S	"(2632.0, 784.0)"	
812	2483	12	106	9	812 - 2483	1671						in-frame-fusion-orf	ORF1a-ORF1a	"(182.33333333333334, 3661.3333333333335)"	
12805	16294	12	106	9	12805 - 16294	3489						frameshift-fusion-orf	ORF1a-ORF1b	"(4180.0, 4201)"	
14741	17130	12	106	9	14741 - 17130	2389						frameshift-fusion-orf	ORF1b-ORF1b	"(424.6666666666667, 430)"	
2504	5777	12	106	9	2504 - 5777	3273						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2563.3333333333335)"	
12333	17068	12	106	9	12333 - 17068	4735						frameshift-fusion-orf	ORF1a-ORF1b	"(4022.6666666666665, 4032)"	
14282	18781	12	106	9	14282 - 18781	4499						frameshift-fusion-orf	ORF1b-ORF1b	"(271.6666666666667, 275)"	
24705	26172	12	106	9	24705 - 26172	1467						frameshift-fusion-orf	S-ORF3a	"(1047.6666666666667, 1083)"	
9762	12230	12	106	9	9762 - 12230	2468						frameshift-fusion-orf	ORF1a-ORF1a	"(3165.6666666666665, 3166)"	
11394	12598	12	106	9	11394 - 12598	1204						frameshift-fusion-orf	ORF1a-ORF1a	"(3709.6666666666665, 3720)"	
25198	28370	12	106	9	25198 - 28370	3172						frameshift-fusion-orf	S-N	"(1212.0, 1280)"	
19505	21770	12	106	9	19505 - 21770	2265						frameshift-fusion-orf	ORF1b-S	"(2012.6666666666667, 2019)"	
11395	15641	12	106	9	11395 - 15641	4246						frameshift-fusion-orf	ORF1a-ORF1b	"(3710.0, 3710)"	
2504	6113	12	106	9	2504 - 6113	3609						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 2451.3333333333335)"	
13138	17852	12	106	9	13138 - 17852	4714						frameshift-fusion-orf	ORF1a-ORF1b	"(4291.0, 4293)"	
15199	17102	12	106	9	15199 - 17102	1903						frameshift-fusion-orf	ORF1b-ORF1b	"(577.3333333333334, 583)"	
14282	18321	12	106	9	14282 - 18321	4039						frameshift-fusion-orf	ORF1b-ORF1b	"(271.6666666666667, 286)"	
3200	5979	12	106	9	3200 - 5979	2779						frameshift-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 1014)"	
14284	17072	12	106	9	14284 - 17072	2788						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 288)"	
14284	18683	12	106	9	14284 - 18683	4399						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 298)"	
13138	17381	12	106	9	13138 - 17381	4243						frameshift-fusion-orf	ORF1a-ORF1b	"(4291.0, 4291)"	
22113	23592	12	106	9	22113 - 23592	1479						in-frame-fusion-orf	S-S	"(183.66666666666666, 597.3333333333334)"	
6221	11194	12	106	9	6221 - 11194	4973						frameshift-fusion-orf	ORF1a-ORF1a	"(1985.3333333333333, 1992)"	
1595	5618	12	106	9	1595 - 5618	4023						in-frame-fusion-orf	ORF1a-ORF1a	"(443.3333333333333, 2616.3333333333335)"	
1601	5259	12	106	9	1601 - 5259	3658						frameshift-fusion-orf	ORF1a-ORF1a	"(445.3333333333333, 461)"	
21362	23341	12	106	9	21362 - 23341	1979						frameshift-fusion-orf	ORF1b-S	"(2631.6666666666665, 2636)"	
27786	29191	12	106	9	27786 - 29191	1405						frameshift-fusion-orf	ORF7b-N	"(10.333333333333334, 44)"	
22971	26015	12	106	9	22971 - 26015	3044						in-frame-fusion-orf	S-ORF3a	"(469.6666666666667, 68.33333333333333)"	
1138	5670	12	106	9	1138 - 5670	4532						frameshift-fusion-orf	ORF1a-ORF1a	"(291.0, 303)"	
813	5777	12	106	9	813 - 5777	4964						frameshift-fusion-orf	ORF1a-ORF1a	"(182.66666666666666, 186)"	
22632	23990	12	106	9	22632 - 23990	1358						frameshift-fusion-orf	S-S	"(356.6666666666667, 365)"	
22639	24610	12	106	9	22639 - 24610	1971						in-frame-fusion-orf	S-S	"(359.0, 258.0)"	
2184	5533	12	106	9	2184 - 5533	3349						frameshift-fusion-orf	ORF1a-ORF1a	"(639.6666666666666, 648)"	
22632	24793	12	106	9	22632 - 24793	2161						frameshift-fusion-orf	S-S	"(356.6666666666667, 383)"	
20138	24846	12	106	9	20138 - 24846	4708						in-frame-fusion-orf	ORF1b-S	"(2223.6666666666665, 179.33333333333334)"	
2168	6856	12	106	9	2168 - 6856	4688						frameshift-fusion-orf	ORF1a-ORF1a	"(634.3333333333334, 640)"	
3960	8027	11	106	9	3960 - 8027	4067						frameshift-fusion-orf	ORF1a-ORF1a	"(1231.6666666666667, 1232)"	
11396	13421	11	106	9	11396 - 13421	2025						in-frame-fusion-orf	ORF1a-ORF1a	"(3710.3333333333335, 15.333333333333334)"	
3419	8303	11	106	9	3419 - 8303	4884						in-frame-fusion-orf	ORF1a-ORF1a	"(1051.3333333333333, 1721.3333333333333)"	
13627	15327	11	106	9	13627 - 15327	1700						frameshift-fusion-orf	ORF1b-ORF1b	"(53.333333333333336, 54)"	
13627	15672	11	106	9	13627 - 15672	2045						frameshift-fusion-orf	ORF1b-ORF1b	"(53.333333333333336, 59)"	
17734	22235	11	106	9	17734 - 22235	4501						in-frame-fusion-orf	ORF1b-S	"(1422.3333333333333, 1049.6666666666667)"	
13627	16111	11	106	9	13627 - 16111	2484						in-frame-fusion-orf	ORF1b-ORF1b	"(53.333333333333336, 1813.6666666666667)"	
13627	18009	11	106	9	13627 - 18009	4382						frameshift-fusion-orf	ORF1b-ORF1b	"(53.333333333333336, 56)"	
13623	16960	11	106	9	13623 - 16960	3337						frameshift-fusion-orf	ORF1b-ORF1b	"(52.0, 105)"	
2504	5892	11	106	9	2504 - 5892	3388						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 747)"	
4291	7836	11	106	9	4291 - 7836	3545						frameshift-fusion-orf	ORF1a-ORF1a	"(1342.0, 1347)"	
15010	16666	11	106	9	15010 - 16666	1656						in-frame-fusion-orf	ORF1b-ORF1b	"(514.3333333333334, 1628.6666666666667)"	
22632	26678	11	106	9	22632 - 26678	4046						frameshift-fusion-orf	S-M	"(356.6666666666667, 364)"	
25021	28068	11	106	9	25021 - 28068	3047						frameshift-fusion-orf	S-ORF8	"(1153.0, 1193)"	
25022	28271	11	106	9	25022 - 28271	3249						mid-utr-inserted-fusion	S-N	"(1153.3333333333333, 0.6666666666666666)"	
16677	18487	11	106	9	16677 - 18487	1810						frameshift-fusion-orf	ORF1b-ORF1b	"(1070.0, 1081)"	
25991	29359	11	106	9	25991 - 29359	3368						frameshift-fusion-orf	ORF3a-N	"(199.66666666666666, 229)"	
22639	24063	11	106	9	22639 - 24063	1424						frameshift-fusion-orf	S-S	"(359.0, 363)"	
27382	29468	11	106	9	27382 - 29468	2086						in-frame-fusion-orf	ORF6-N	"(60.333333333333336, 21.666666666666668)"	
21364	23525	11	106	9	21364 - 23525	2161						in-frame-fusion-orf	ORF1b-S	"(2632.3333333333335, 619.6666666666666)"	
14284	15469	11	106	9	14284 - 15469	1185						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 2027.6666666666667)"	
4298	6617	11	106	9	4298 - 6617	2319						in-frame-fusion-orf	ORF1a-ORF1a	"(1344.3333333333333, 2283.3333333333335)"	
14284	16928	11	106	9	14284 - 16928	2644						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 273)"	
